X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,weather,sci,comm,nav,misc
2012-043A,38740,*+,INTELSAT 20 (IS-20),ITS,2012-08-02,FRGUI,NA,1436.1,0,35801,35773,1.2308,,0,0,1,0,0
2012-043B,38741,*+,HYLAS 2,UK,2012-08-02,FRGUI,NA,1436.1,0,35795,35780,5.0119,,0,0,1,0,0
2012-044A,38744,*P,TELKOM 3,IND,2012-08-06,TYMSC,NA,101.5,49.9,1417,240,11.0535,,0,0,0,0,0
2012-044B,38745,*P,EXPRESS-MD2,CIS,2012-08-06,TYMSC,NA,130.9,49.9,4060,264,5.5800,,0,0,0,0,0
2012-045A,38749,*+,INTELSAT 21 (IS-21),ITS,2012-08-19,SEAL,NA,1436.1,0,35796,35777,52.4000,,0,0,1,0,0
2012-046A,38752,M*+,RBSP A,US,2012-08-30,AFETR,NA,525.8,9.8,30165,236,6.8945,,0,1,0,0,0
2012-047A,38755,*+,SPOT 6,FR,2012-09-09,SRILR,NA,98.7,98.2,699,697,3.7970,,1,0,0,0,0
2012-048K,38767,*+,AEROCUBE 4.5A,US,2012-09-13,AFWTR,NA,96.5,64.7,711,472,N/A,,0,0,0,0,1
2012-048L,38768,*+,AEROCUBE 4.5B,US,2012-09-13,AFWTR,NA,96.3,64.7,693,468,N/A,,0,0,0,0,1
2012-049A,38771,*+,METOP-B,EUM,2012-09-17,TYMSC,NA,101.3,98.7,821,819,13.6480,,1,0,1,0,0
2012-050B,38775,*+,BEIDOU 15,PRC,2012-09-18,XICLF,NA,773.2,55,21568,21488,10.0000,,0,0,0,1,0
2012-051A,38778,*+,ASTRA 2F,SES,2012-09-28,FRGUI,NA,1436.1,0.1,35806,35768,17.6010,,0,0,1,0,0
2012-051B,38779,*+,GSAT-10,IND,2012-09-28,FRGUI,NA,1436.1,0,35791,35783,13.8482,,0,0,1,1,0
2012-052A,38782,M*+,VRSS-1,VEN,2012-09-29,JSC,NA,97.6,97.8,653,631,2.3650,,0,0,0,0,0
2012-053A,38833,M*+,NAVSTAR 67 (USA 239),US,2012-10-04,AFETR,NA,718,53.7,20414,19950,5.4748,,1,0,0,1,0
2012-055A,38857,*+,GSAT0103 (GALILEO-FM3),ESA,2012-10-12,FRGUI,NA,844.7,54.9,23228,23217,8.5737,,1,0,0,1,0
2012-055B,38858,*+,GSAT0104 (GALILEO-FM4),ESA,2012-10-12,FRGUI,NA,844.7,54.9,23225,23220,13.8217,,1,0,0,1,0
2012-056A,38860,*+,SJ-9A,PRC,2012-10-14,TAISC,NA,97.3,97.7,651,611,2.5335,,0,0,0,0,0
2012-056B,38861,*+,SJ-9B,PRC,2012-10-14,TAISC,NA,97.2,97.7,637,613,0.9993,,0,0,0,0,0
2012-057A,38867,*+,INTELSAT 23 (IS-23),ITS,2012-10-14,TYMSC,NA,1436,0,35795,35775,113.2145,,0,0,1,0,0
2012-059A,38953,*+,BEIDOU 16,PRC,2012-10-25,XICLF,NA,1436.1,1.4,35807,35764,2.5119,,0,0,1,1,0
2012-061A,38977,*+,LUCH 5B,CIS,2012-11-02,TYMSC,NA,1436.1,5.3,35787,35785,251.1897,,0,0,1,1,0
2012-061B,38978,*+,YAMAL 300K,CIS,2012-11-02,TYMSC,NA,1436.1,0,35788,35785,17.7827,,0,0,1,0,0
2012-062A,38991,*+,STAR ONE C3,BRA,2012-11-10,FRGUI,NA,1436.1,0.1,35797,35777,113.2145,,0,0,1,0,0
2012-062B,38992,*+,EUTELSAT 21B,EUT,2012-11-10,FRGUI,NA,1436.1,0.1,35796,35777,5.1523,,0,0,1,0,0
2012-063A,38995,*+,MERIDIAN 6,CIS,2012-11-14,PLMSC,NA,717.9,65.4,37581,2779,29.3429,,0,0,0,0,0
2012-064A,38997,*+,HUANJING 1C (HJ-1C),PRC,2012-11-18,TAISC,NA,93.4,97.2,449,435,7.6570,,0,0,0,0,0
2012-064B,38998,*+,FENGNIAO 1 (FN-1),PRC,2012-11-18,TAISC,NA,93.4,97.3,443,435,0.5560,,0,0,0,0,0
2012-065A,39008,*+,ECHOSTAR 16,US,2012-11-20,TYMSC,NA,1436.1,0,35795,35779,3.7932,,0,0,1,0,0
2012-066A,39011,*+,YAOGAN 16A,PRC,2012-11-25,JSC,NA,107.1,63.4,1259,921,2.5110,,0,0,0,0,0
2012-066B,39012,*+,YAOGAN 16B,PRC,2012-11-25,JSC,NA,107.1,63.4,1259,921,2.6920,,0,0,0,0,0
2012-066C,39013,*+,YAOGAN 16C,PRC,2012-11-25,JSC,NA,107.1,63.4,1259,921,2.6512,,0,0,0,0,0
2012-067A,39017,M*+,CHINASAT 12 (ZX 12),PRC,2012-11-27,XICLF,NA,1436.1,0,35800,35773,63.0957,,0,0,1,0,0
2012-068A,39019,*+,PLEIADES 1B,FR,2012-12-02,FRGUI,NA,98.7,98.2,699,697,5.4380,,1,0,0,0,0
2012-069A,39020,*+,EUTELSAT 70B,EUT,2012-12-03,SEAL,NA,1436.1,0.1,35809,35765,22.5893,,0,0,1,0,0
2012-070A,39022,*+,YAMAL 402,CIS,2012-12-08,TYMSC,NA,1436.1,0,35799,35773,39.8107,,0,0,1,0,0
2012-073A,39030,*+,GOKTURK 2,TUR,2012-12-18,JSC,NA,97.8,98,653,652,1.6464,,1,0,0,0,0
2012-075A,39034,*+,SKYNET 5D,UK,2012-12-19,FRGUI,NA,1436.1,0.1,35805,35768,5.6742,,0,0,1,0,0
2012-075B,39035,M*+,MEXSAT 3,MEX,2012-12-19,FRGUI,NA,1436.1,0,35797,35776,79.4454,,0,0,1,0,0
2013-001A,39057,*+,COSMOS 2482,CIS,2013-01-15,PLMSC,NA,115.9,82.5,1515,1474,1.7487,,0,0,0,0,0
2013-001B,39058,*+,COSMOS 2483,CIS,2013-01-15,PLMSC,NA,115.8,82.5,1502,1478,2.2310,,0,0,0,0,0
2013-001C,39059,*+,COSMOS 2484,CIS,2013-01-15,PLMSC,NA,115.9,82.5,1514,1474,1.4740,,0,0,0,0,0
2013-003A,39068,*+,STSAT-2C,SKO,2013-01-30,NSC,NA,89.9,80.2,312,226,0.7372,,0,1,0,0,0
2013-004A,39070,M*+,TDRS 11,US,2013-01-31,AFETR,NA,1436,4.2,35789,35782,25.1189,,1,0,1,0,0
2013-005A,39072,*+,GLOBALSTAR M097,GLO,2013-02-06,TYMSC,NA,114.1,52,1414,1413,4.3430,,0,0,1,0,0
2013-005B,39073,*+,GLOBALSTAR M093,GLO,2013-02-06,TYMSC,NA,114.1,52,1414,1413,4.8199,,0,0,1,0,0
2013-005C,39074,*+,GLOBALSTAR M094,GLO,2013-02-06,TYMSC,NA,114.1,52,1414,1413,4.7808,,0,0,1,0,0
2013-005D,39075,*+,GLOBALSTAR M096,GLO,2013-02-06,TYMSC,NA,114.1,52,1414,1413,4.5814,,0,0,1,0,0
2013-005E,39076,*+,GLOBALSTAR M078,GLO,2013-02-06,TYMSC,NA,114.1,52,1414,1413,4.3422,,0,0,1,0,0
2013-005F,39077,*+,GLOBALSTAR M095,GLO,2013-02-06,TYMSC,NA,114.1,52,1414,1413,4.8715,,0,0,1,0,0
2013-006A,39078,*+,AMAZONAS 3,SPN,2013-02-07,FRGUI,NA,1436.1,0,35809,35764,318.7396,,0,0,1,0,0
2013-006B,39079,M*+,AZERSPACE 1,AZE,2013-02-07,FRGUI,NA,1436.1,0,35795,35778,50.1187,,0,0,1,0,0
2013-008A,39084,M*+,LANDSAT 8,US,2013-02-11,AFWTR,NA,98.8,98.2,703,702,7.1149,,1,0,0,0,0
2013-009A,39086,*+,SARAL,IND,2013-02-25,SRILR,NA,100.6,98.5,785,785,1.6825,,1,0,1,0,0
2013-009C,39088,*+,SAPPHIRE,CA,2013-02-25,SRILR,NA,100.4,98.5,785,770,0.6034,,0,0,0,0,1
2013-009D,39089,*+,NEOSSAT,CA,2013-02-25,SRILR,NA,100.4,98.5,784,769,0.3770,,0,1,0,0,0
2013-009E,39090,*+,STRAND-1,UK,2013-02-25,SRILR,NA,100.3,98.5,781,769,0.0582,,0,0,1,0,1
2013-011A,39120,*+,SBIRS GEO-2 (USA 241),US,2013-03-19,AFETR,NA,1436.1,2.4,35799,35774,13.5893,,0,0,1,0,0
2013-012A,39122,M*+,EUTELSAT 117 WEST A,EUT,2013-03-26,TYMSC,NA,1436.1,0.1,35799,35773,423.2260,,0,0,1,0,0
2013-014A,39127,*+,ANIK G1,CA,2013-04-15,TYMSC,NA,1436.1,0,35797,35776,212.1155,,0,0,1,0,0
2013-015C,39132,*P,DOVE 2,US,2013-04-19,TYMSC,NA,95.5,64.9,566,523,0.0560,,0,0,0,0,0
2013-015E,39134,*+,SOMP,GER,2013-04-19,TYMSC,NA,94.7,64.9,530,479,0.0520,,0,0,1,0,1
2013-015F,39135,*+,BEESAT-3,GER,2013-04-19,TYMSC,NA,94.9,64.9,538,487,0.0337,,0,0,1,0,1
2013-015G,39136,*+,BEESAT-2,GER,2013-04-19,TYMSC,NA,94.9,64.9,534,495,0.0470,,0,0,1,0,1
2013-018A,39150,*+,GAOFEN 1,PRC,2013-04-26,JSC,NA,97.5,97.9,654,627,2.5870,,1,0,0,0,0
2013-018B,39151,*P,NEE-01 PEGASO,ECU,2013-04-26,JSC,NA,97.3,98,641,617,0.0190,,0,0,1,0,1
2013-019A,39155,M*+,COSMOS 2485 [GLONASS-M],CIS,2013-04-26,PLMSC,NA,675.7,64.7,19178,19082,6.4166,,0,0,0,1,0
2013-020A,39157,M*+,CHINASAT 11 (ZX 11),PRC,2013-05-01,XICLF,NA,1436.1,0,35795,35779,25.1189,,0,0,1,0,0
2013-021A,39159,*+,PROBA-V,ESA,2013-05-07,FRGUI,NA,101.2,98.5,819,812,0.3352,,0,1,0,0,0
2013-021B,39160,*+,VNREDSAT 1,VTN,2013-05-07,FRGUI,NA,98.4,98.2,684,683,0.7405,,1,0,0,0,0
2013-021C,39161,*+,ESTCUBE 1,EST,2013-05-07,FRGUI,NA,97.8,98,660,648,0.0444,,0,0,1,0,1
2013-022A,39163,*+,EUTELSAT 7B,EUT,2013-05-14,TYMSC,NA,1436.1,0.1,35794,35778,64.9296,,0,0,1,0,0
2013-023A,39166,M*+,NAVSTAR 68 (USA 242),US,2013-05-15,AFETR,NA,718,56.1,20371,19993,11.0000,,1,0,0,1,0
2013-024A,39168,M*+,WGS F5 (USA 243),US,2013-05-25,AFETR,NA,1436.1,0,35788,35785,17.9433,,0,0,1,0,0
2013-026A,39172,*+,SES-6,SES,2013-06-03,TYMSC,NA,1436.1,0,35796,35777,79.6214,,0,0,1,0,0
2013-028A,39177,*+,COSMOS 2486,CIS,2013-06-07,PLMSC,NA,99,98,719,702,16.0490,,0,0,0,0,0
2013-030A,39186,*+,RESURS P1,CIS,2013-06-25,TYMSC,NA,93.9,97.3,477,456,7.3550,,0,0,0,0,0
2013-031A,39188,M*+,O3B FM5,O3B,2013-06-25,FRGUI,NA,287.9,0.1,8070,8062,49.7749,,0,0,1,0,0
2013-031B,39189,M*+,O3B FM4,O3B,2013-06-25,FRGUI,NA,287.6,0,8055,8055,80.0833,,0,0,1,0,0
2013-031C,39190,M*+,O3B FM2,O3B,2013-06-25,FRGUI,NA,287.9,0,8073,8059,36.0795,,0,0,1,0,0
2013-031D,39191,M*+,O3B PFM,O3B,2013-06-25,FRGUI,NA,287.9,0.1,8069,8063,45.1267,,0,0,1,0,0
2013-032A,39194,*+,COSMOS 2487,CIS,2013-06-27,TYMSC,NA,93.5,74.7,448,445,7.6060,,0,0,0,0,0
2013-033A,39197,M*+,IRIS,US,2013-06-28,WRAS,NA,97.4,98,652,615,1.3180,,0,1,0,0,0
2013-034A,39199,M*P,IRNSS-1A,IND,2013-07-01,SRILR,NA,1436,30.4,35872,35698,3.4785,,0,0,1,0,0
2013-035A,39202,*+,SJ-11-05,PRC,2013-07-15,JSC,NA,98.6,98.1,697,684,2.3050,,0,0,0,0,0
2013-036A,39206,*+,MUOS-2,US,2013-07-19,AFETR,NA,1436.1,2.8,36005,35568,23.1149,,0,0,1,0,0
2013-037A,39208,*+,SHIYAN 7 (SY-7),PRC,2013-07-19,TAISC,NA,98.1,98,672,661,1.8615,,0,0,0,0,0
2013-037B,39209,*+,CHUANGXIN-3 (CX-3),PRC,2013-07-19,TAISC,NA,98.1,98,669,663,1.3350,,0,0,0,0,0
2013-037C,39210,*+,SHIJIAN-15 (SJ-15),PRC,2013-07-19,TAISC,NA,98.1,98,673,664,3.3272,,0,0,0,0,0
2013-038A,39215,M*+,ALPHASAT,IM,2013-07-25,FRGUI,NA,1436.1,2.3,35796,35778,16.3096,,0,0,1,0,0
2013-038B,39216,*+,INSAT-3D,IND,2013-07-25,FRGUI,NA,1436.1,0,35792,35781,22.1585,,1,0,1,0,0
2013-041A,39222,M*+,WGS F6 (USA 244),US,2013-08-08,AFETR,NA,1436.1,0,35789,35785,35.8016,,0,0,1,0,0
2013-042A,39227,M*+,ARIRANG-5 (KOMPSAT-5),SKO,2013-08-22,DLS,NA,95.7,97.6,555,551,3.4646,,1,0,0,0,0
2013-044A,39233,M*+,EUTELSAT 25B,EUT,2013-08-29,FRGUI,NA,1436.1,0.1,35795,35779,12.5119,,0,0,1,0,0
2013-044B,39234,M*+,GSAT-7,IND,2013-08-29,FRGUI,NA,1436.1,0.1,35818,35755,14.2850,,0,0,1,0,0
2013-045A,39237,*+,AMOS-4,ISR,2013-08-31,TYMSC,NA,1436.1,0,35794,35780,7.9433,,0,0,1,0,0
2013-046A,39239,*+,YAOGAN 17A,PRC,2013-09-01,JSC,NA,107.1,63.4,1246,934,2.5905,,0,0,0,0,0
2013-046B,39240,*+,YAOGAN 17B,PRC,2013-09-01,JSC,NA,107.1,63.4,1246,934,2.6370,,0,0,0,0,0
2013-046C,39241,*+,YAOGAN 17C,PRC,2013-09-01,JSC,NA,107.1,63.4,1246,934,2.7440,,0,0,0,0,0
2013-048A,39249,*+,GONETS-M 5,CIS,2013-09-11,PLMSC,NA,115.9,82.5,1507,1481,1.6780,,0,0,0,0,0
2013-048B,39250,*+,GONETS-M 6,CIS,2013-09-11,PLMSC,NA,115.9,82.5,1509,1479,1.6723,,0,0,0,0,0
2013-048C,39251,*+,GONETS-M 7,CIS,2013-09-11,PLMSC,NA,115.9,82.5,1507,1481,1.6473,,0,0,0,0,0
2013-049A,39253,M*+,HISAKI (SPRINT-A),JPN,2013-09-14,KSCUT,NA,106.3,29.7,1155,951,1.9392,,0,1,0,0,0
2013-050A,39256,*+,AEHF-3 (USA 246),US,2013-09-18,AFETR,NA,1436.1,0.9,35792,35780,19.9526,,0,0,1,0,0
2013-052A,39260,*+,FENGYUN 3C,PRC,2013-09-23,TAISC,NA,101.7,98.6,847,831,7.4360,,1,0,1,0,0
2013-055A,39265,*+,CASSIOPE,CA,2013-09-29,AFWTR,NA,100.8,81,1275,321,2.0570,,0,1,1,0,0
2013-055D,39268,*+,POPACS 1,US,2013-09-29,AFWTR,NA,100.2,81,1211,321,0.0186,,0,0,0,0,1
2013-055E,39269,*+,POPACS 2,US,2013-09-29,AFWTR,NA,101.1,81,1300,321,0.0185,,0,0,0,0,1
2013-055F,39270,*+,POPACS 3,US,2013-09-29,AFWTR,NA,101.7,81,1353,324,0.0184,,0,0,0,0,1
2013-056A,39285,*+,ASTRA 2E,SES,2013-09-29,TYMSC,NA,1436.1,0.1,35797,35774,7.7968,,0,0,1,0,0
2013-057A,39358,*+,SHIJIAN-16 (SJ-16),PRC,2013-10-25,JSC,NA,96.9,75,625,598,8.2723,,0,0,0,0,0
2013-058A,39360,*+,SIRIUS FM-6,US,2013-10-25,TYMSC,NA,1436.1,0,35788,35784,11.3214,,0,0,1,0,0
2013-059A,39363,*+,YAOGAN 18,PRC,2013-10-29,TAISC,NA,94.9,97.3,513,509,3.6009,,1,0,0,0,0
2013-062A,39375,*+,RADUGA-1M 3,CIS,2013-11-11,TYMSC,NA,1436.1,0,35791,35781,63.0957,,0,0,1,0,0
2013-064A,39380,*+,STPSAT-3,US,2013-11-20,WLPIS,NA,93.7,40.5,458,451,1.0839,,0,1,0,0,0
2013-065A,39410,*+,YAOGAN 19,PRC,2013-11-20,TAISC,NA,109.5,100.2,1209,1197,3.1623,,0,0,0,0,0
2013-066A,39416,*+,APRIZESAT 7,US,2013-11-21,DLS,NA,97,97.5,645,589,0.1100,,0,1,0,0,0
2013-066B,39417,*+,ZACUBE-1 (TSHEPISOSAT),SAF,2013-11-21,DLS,NA,97.2,97.6,667,584,0.0690,,0,0,1,0,1
2013-066C,39418,*+,SKYSAT-1,US,2013-11-21,DLS,NA,96.1,97.6,585,556,0.3086,,1,0,0,0,0
2013-066D,39419,*+,DUBAISAT-2,UAE,2013-11-21,DLS,NA,96.4,97.6,594,577,1.7770,,1,0,0,0,0
2013-066E,39420,*+,OPTOS,SPN,2013-11-21,DLS,NA,98.5,97.7,783,589,0.0510,,0,0,0,0,0
2013-066G,39422,*+,STSAT-3,SKO,2013-11-21,DLS,NA,96.7,97.5,614,584,0.4632,,0,1,0,0,0
2013-066H,39423,*+,WNISAT-1,JPN,2013-11-21,DLS,NA,99.1,97.8,839,592,0.1710,,0,0,0,0,1
2013-066K,39425,*+,APRIZESAT 8,US,2013-11-21,DLS,NA,97.2,97.6,662,590,0.1186,,0,1,0,0,0
2013-066M,39427,*+,TRITON-1,UK,2013-11-21,DLS,NA,98.1,97.7,749,587,0.1199,,0,0,1,0,1
2013-066Q,39430,*+,GOMX-1,DEN,2013-11-21,DLS,NA,98.7,97.8,802,589,0.0533,,0,0,1,0,1
2013-066Z,39439,*+,FIRST-MOVE,GER,2013-11-21,DLS,NA,97.2,97.6,669,578,0.0353,,0,0,1,0,0
2013-066AA,39440,*+,CUBEBUG-2 (LO-74),ARG,2013-11-21,DLS,NA,97.6,97.6,699,585,0.1111,,0,0,1,0,1
2013-066AB,39441,*+,NEE-02 KRYSAOR,ECU,2013-11-21,DLS,NA,97.6,97.6,704,587,0.0098,,0,0,1,0,1
2013-066AE,39444,*+,FUNCUBE-1 (AO-73),UK,2013-11-21,DLS,NA,97.2,97.6,663,583,0.0552,,0,0,1,0,1
2013-066AG,39446,*+,UWE-3,GER,2013-11-21,DLS,NA,97.4,97.6,684,585,0.0316,,0,0,1,0,1
2013-067A,39451,*+,SWARM B,ESA,2013-11-22,PLMSC,NA,94.6,87.8,504,498,2.5959,,0,1,0,0,0
2013-067B,39452,*+,SWARM A,ESA,2013-11-22,PLMSC,NA,93.3,87.4,436,432,2.2407,,0,1,0,0,0
2013-067C,39453,*+,SWARM C,ESA,2013-11-22,PLMSC,NA,93.3,87.4,436,432,2.3650,,0,1,0,0,0
2013-068A,39455,*+,SHIYAN 5 (SY-5),PRC,2013-11-25,JSC,NA,99.7,98.1,755,736,1.3254,,0,0,0,0,0
2013-071A,39460,*+,SES-8,SES,2013-12-03,AFETR,NA,1436.1,0,35794,35779,53.3274,,0,0,1,0,0
2013-072D,39465,*+,AEROCUBE 5A,US,2013-12-06,AFWTR,NA,97.7,120.5,839,457,N/A,,0,0,0,0,1
2013-072E,39466,*+,AEROCUBE 5B,US,2013-12-06,AFWTR,NA,97.1,120.5,793,447,N/A,,0,0,0,0,1
2013-073A,39476,*+,INMARSAT 5-F1,IM,2013-12-08,TYMSC,NA,1436.1,0,35789,35784,7.1723,,0,0,1,0,0
2013-075A,39481,*+,TKSAT-1 (TUPAC KATARI),BOL,2013-12-20,XICLF,NA,1436.1,0.1,35797,35777,40.9678,,0,0,1,0,0
2013-076A,39483,*+,COSMOS 2488,CIS,2013-12-25,PLMSC,NA,115.9,82.5,1510,1478,1.5568,,0,0,0,0,0
2013-076B,39484,*+,COSMOS 2489,CIS,2013-12-25,PLMSC,NA,115.9,82.5,1512,1477,1.7028,,0,0,0,0,0
2013-076C,39485,*+,COSMOS 2490,CIS,2013-12-25,PLMSC,NA,115.9,82.5,1512,1477,1.6690,,0,0,0,0,0
2013-077A,39487,*+,EXPRESS-AM5,CIS,2013-12-26,TYMSC,NA,1436.1,0,35792,35782,50.1187,,0,0,1,0,0
2014-001A,39498,*+,GSAT-14,IND,2014-01-05,SRILR,NA,1436.1,0.1,35803,35770,4.8290,,0,0,1,0,0
2014-002A,39500,*+,THAICOM 6,THA,2014-01-06,AFETR,NA,1436.1,0.1,35803,35771,12.5893,,0,0,1,0,0
2014-004A,39504,*+,TDRS 12,US,2014-01-24,AFETR,NA,1436,5,35803,35766,7.9433,,1,0,1,0,0
2014-006A,39508,*P,ABS-2,ABS,2014-02-06,FRGUI,NA,1436.1,0,35793,35780,0.3533,,0,0,1,0,0
2014-006B,39509,*+,ATHENA-FIDUS,FRI,2014-02-06,FRGUI,NA,1436.1,0,35793,35779,3.9811,,0,0,1,0,0
2014-007A,39522,*+,TURKSAT 4A,TUR,2014-02-14,TYMSC,NA,1436,0,35805,35766,7.7719,,0,0,1,0,0
2014-008A,39533,M*+,NAVSTAR 69 (USA 248),US,2014-02-21,AFETR,NA,718,53.9,20296,20070,19.9413,,1,0,0,1,0
2014-009C,39574,*+,GPM-CORE,JPN,2014-02-27,TANSC,NA,92.6,65,408,393,8.1040,,1,0,0,0,0
2014-010A,39612,*+,EXPRESS-AT1,CIS,2014-03-15,TYMSC,NA,1436.1,0,35791,35782,3.6190,,0,0,1,0,0
2014-010B,39613,*+,EXPRESS-AT2,CIS,2014-03-15,TYMSC,NA,1436.1,0,35790,35784,47.4717,,0,0,1,0,0
2014-011A,39616,*P,AMAZONAS 4A,SPN,2014-03-22,FRGUI,NA,1436.1,0.1,35802,35769,163.5012,,0,0,1,0,0
2014-011B,39617,*+,ASTRA 5B,SES,2014-03-22,FRGUI,NA,1436.1,0.1,35802,35771,21.6238,,0,0,1,1,0
2014-012A,39620,M*+,COSMOS 2492 [GLONASS-M],CIS,2014-03-23,PLMSC,NA,675.7,65.7,19160,19100,6.4006,,0,0,0,1,0
2014-014A,39624,*+,SJ-11-06,PRC,2014-03-31,JSC,NA,98.7,98.3,707,685,2.3567,,0,0,0,0,0
2014-016A,39634,*+,SENTINEL-1A,ESA,2014-04-03,FRGUI,NA,98.7,98.2,697,695,4.9676,,1,0,0,0,0
2014-017A,39635,*+,IRNSS-1B,IND,2014-04-04,SRILR,NA,1436.2,29.1,35866,35709,6.3096,,0,0,1,0,0
2014-023A,39727,*+,LUCH 5V,CIS,2014-04-28,TYMSC,NA,1436.2,1,35797,35779,22.5893,,1,0,1,1,0
2014-023B,39728,*+,KAZSAT-3,KAZ,2014-04-28,TYMSC,NA,1436,0,35786,35783,0.0030,,0,0,1,0,0
2014-024A,39731,M*+,KAZEOSAT 1,KAZ,2014-04-30,FRGUI,NA,99.9,98.4,753,751,4.2216,,1,0,0,0,0
2014-026A,39741,M*+,NAVSTAR 70 (USA 251),US,2014-05-17,AFETR,NA,718,56,20226,20138,20.5188,,1,0,0,1,0
2014-028A,39761,*+,COSMOS 2496,CIS,2014-05-23,PLMSC,NA,115.9,82.5,1510,1479,1.6920,,0,0,0,0,0
2014-028B,39762,*+,COSMOS 2497,CIS,2014-05-23,PLMSC,NA,115.9,82.5,1511,1478,1.7164,,0,0,0,0,0
2014-028C,39763,*+,COSMOS 2498,CIS,2014-05-23,PLMSC,NA,115.9,82.5,1511,1478,1.7561,,0,0,0,0,0
2014-029A,39766,*+,ALOS-2,JPN,2014-05-24,TANSC,NA,97.3,97.9,632,630,4.0960,,1,0,0,0,0
2014-029B,39767,*+,UNIFORM 1,JPN,2014-05-24,TANSC,NA,97.1,97.9,622,613,0.2520,,0,0,0,0,0
2014-029C,39768,*+,SOCRATES,JPN,2014-05-24,TANSC,NA,97,97.9,621,610,0.3320,,0,0,0,0,0
2014-029D,39769,*+,RISING 2,JPN,2014-05-24,TANSC,NA,97.2,97.9,626,619,0.3010,,0,0,0,0,0
2014-029E,39770,*+,SPROUT,JPN,2014-05-24,TANSC,NA,96.8,97.9,613,599,0.1700,,0,0,1,0,0
2014-030A,39773,*+,EUTELSAT 3B,EUT,2014-05-26,SEAL,NA,1436.1,0.1,35812,35761,79.4381,,0,0,1,0,0
2014-032A,40001,M*+,COSMOS 2500 [GLONASS-M],CIS,2014-06-14,PLMSC,NA,675.7,65.6,19150,19110,11.3214,,0,0,0,1,0
2014-033A,40010,*+,KAZEOSAT 2,KAZ,2014-06-19,DLS,NA,97.2,97.8,635,611,0.4047,,1,0,0,0,0
2014-033B,40011,*+,HODOYOSHI-4,JPN,2014-06-19,DLS,NA,97.2,97.8,645,606,0.4660,,1,0,0,0,0
2014-033C,40012,*+,UNISAT-6,IT,2014-06-19,DLS,NA,97.7,97.7,690,606,0.2640,,0,0,1,0,0
2014-033D,40013,*+,DEIMOS-2,SPN,2014-06-19,DLS,NA,97,97.8,617,613,1.7984,,1,0,0,0,0
2014-033E,40014,*+,BUGSAT-1 (TITA),ARG,2014-06-19,DLS,NA,96.3,98,604,559,0.2726,,0,1,1,0,0
2014-033F,40015,*+,HODOYOSHI-3,JPN,2014-06-19,DLS,NA,97.4,97.8,661,607,0.3517,,1,0,0,0,0
2014-033G,40016,*+,SAUDISAT 4,SAU,2014-06-19,DLS,NA,97.6,97.7,679,610,0.4420,,0,1,0,0,0
2014-033J,40018,*+,APRIZESAT 9,US,2014-06-19,DLS,NA,98,97.7,713,610,0.1317,,0,1,0,0,0
2014-033K,40019,*+,APRIZESAT 10,US,2014-06-19,DLS,NA,98.2,97.7,731,610,0.1329,,0,1,0,0,0
2014-033L,40020,*+,BRITE-CA1 (TORONTO),CA,2014-06-19,DLS,NA,98.2,97.7,734,610,0.1030,,0,1,0,0,1
2014-033M,40021,*+,DUCHIFAT-1,ISR,2014-06-19,DLS,NA,96.6,97.9,605,586,0.0370,,0,0,1,0,1
2014-033P,40023,*P,FLOCK 1C-10,US,2014-06-19,DLS,NA,96.7,97.9,608,589,0.0700,,1,0,0,0,0
2014-033Q,40024,*+,NANOSATC-BR1,BRA,2014-06-19,DLS,NA,96.7,97.9,607,589,0.0370,,0,0,1,0,1
2014-033R,40025,M*+,QB50P1,BEL,2014-06-19,DLS,NA,96.7,97.9,610,592,0.0620,,0,0,1,0,1
2014-033S,40026,*+,FLOCK 1C-7,US,2014-06-19,DLS,NA,96.6,97.9,604,588,0.0660,,1,0,0,0,0
2014-033T,40027,*+,FLOCK 1C-1,US,2014-06-19,DLS,NA,96.7,97.9,608,589,0.0720,,1,0,0,0,0
2014-033V,40029,*+,FLOCK 1C-2,US,2014-06-19,DLS,NA,96.7,97.9,608,588,0.0767,,1,0,0,0,0
2014-033W,40030,*+,DTUSAT-2,DEN,2014-06-19,DLS,NA,96.7,97.9,611,594,0.0081,,0,0,1,0,0
2014-033X,40031,*+,FLOCK 1C-4,US,2014-06-19,DLS,NA,96.7,97.9,610,589,0.0650,,1,0,0,0,0
2014-033Y,40032,M*+,QB50P2,BEL,2014-06-19,DLS,NA,96.7,97.9,611,594,0.0630,,0,0,1,0,1
2014-033Z,40033,*P,FLOCK 1C-11,US,2014-06-19,DLS,NA,96.6,97.9,604,586,0.0604,,1,0,0,0,0
2014-033AB,40035,*P,FLOCK 1C-9,US,2014-06-19,DLS,NA,96.7,97.9,607,589,0.0710,,1,0,0,0,0
2014-033AC,40036,*P,FLOCK 1C-6,US,2014-06-19,DLS,NA,96.6,97.9,606,589,0.0760,,1,0,0,0,0
2014-033AD,40037,*+,PERSEUS-M2,CIS,2014-06-19,DLS,NA,96.9,97.9,620,598,0.1525,,0,0,0,0,1
2014-033AE,40038,*+,FLOCK 1C-5,US,2014-06-19,DLS,NA,96.6,97.9,608,588,0.0650,,1,0,0,0,0
2014-033AF,40039,*+,PERSEUS-M1,CIS,2014-06-19,DLS,NA,96.9,97.9,621,600,0.1290,,0,0,0,0,1
